order_id,local_time,country_code,store_address,payment_status,n_of_products,products_total,final_status
33450414,19:34:24,UA,66725,PAID,1,3.68,DeliveredStatus
32907036,09:17:44,MA,71270,PAID,1,4.62,DeliveredStatus
32741840,22:22:06,ES,69025,PAID,1,9.95,DeliveredStatus
33472803,14:03:43,PE,44409,PAID,3,19.09,DeliveredStatus
33395380,13:15:04,EG,31742,PAID,3,1.48,DeliveredStatus
32326617,19:31:34,PE,63594,PAID,1,1.86,DeliveredStatus
33320292,21:30:50,ES,5939,PAID,2,13.5,DeliveredStatus
32490024,17:14:44,PE,11361,PAID,3,16.73,DeliveredStatus
32336640,22:42:34,AR,62825,PAID,1,9.17,DeliveredStatus
32086358,20:04:03,ES,28591,PAID,2,8.8,DeliveredStatus
33104111,21:30:13,GE,65276,PAID,2,4.82,CanceledStatus
32197203,13:15:54,FR,4445,PAID,3,20.1,DeliveredStatus
32861383,20:24:22,ES,30118,PAID,6,10.48,DeliveredStatus
32814555,16:00:01,PT,15856,PAID,1,4.5,CanceledStatus
32661549,15:08:10,TR,48258,PAID,2,5.91,DeliveredStatus
32244108,12:57:18,EC,41297,PAID,2,31,DeliveredStatus
33556263,23:29:19,AR,56531,PAID,1,2.59,DeliveredStatus
32345979,00:19:44,CL,30301,PAID,5,0.08,CanceledStatus
33118395,19:40:18,ES,47254,PAID,3,5.5,DeliveredStatus
32940496,12:17:58,AR,63143,PAID,1,1.61,DeliveredStatus
32637254,22:05:31,AR,68006,PAID,2,6.31,CanceledStatus
33086784,17:37:46,UA,67654,PAID,2,9.77,DeliveredStatus
32586385,20:00:37,MA,33061,PAID,2,11.78,CanceledStatus
33264332,17:43:04,ES,14410,PAID,7,12.31,DeliveredStatus
33283381,19:18:52,MA,32551,PAID,2,4.25,DeliveredStatus
32247355,21:13:57,TR,49716,PAID,1,5.16,DeliveredStatus
33236376,14:43:04,UA,67082,PAID,1,5.06,DeliveredStatus
32957395,18:33:03,ES,69680,PAID,1,10.75,CanceledStatus
32093256,14:27:35,EC,48813,PAID,2,10.64,DeliveredStatus
32811143,17:19:16,EG,39428,PAID,2,4.66,DeliveredStatus
32403757,17:24:20,IT,10696,PAID,1,8.19,DeliveredStatus
32113835,23:28:46,TR,37155,PAID,1,1.48,DeliveredStatus
32772146,21:14:43,PE,51834,PAID,1,3.74,DeliveredStatus
32865740,20:44:41,ES,30122,PAID,1,1.46,DeliveredStatus
32545413,14:43:03,ES,29442,PAID,11,16.35,DeliveredStatus
32265480,13:26:29,CR,57827,PAID,1,4.35,DeliveredStatus
32010265,11:30:03,EG,45150,PAID,3,6.13,DeliveredStatus
32708556,13:45:25,PE,17372,PAID,2,12.79,DeliveredStatus
33241053,14:15:40,ES,49068,PAID,5,15.4,DeliveredStatus
32716934,16:25:55,AR,55206,PAID,3,15.97,DeliveredStatus
32747410,09:43:07,IT,10693,PAID,8,23.47,DeliveredStatus
33246386,16:50:32,TR,28965,PAID,1,6.3,DeliveredStatus
32857136,17:06:04,AR,63477,PAID,1,0.33,DeliveredStatus
32994229,21:27:53,MA,70784,PAID,3,6.65,CanceledStatus
32720827,16:43:08,AR,46542,PAID,1,5.1,DeliveredStatus
33057267,14:02:37,EG,64716,PAID,3,4.86,DeliveredStatus
33193571,21:28:06,AR,68551,PAID,1,5.83,DeliveredStatus
32651846,10:08:48,ES,2375,PAID,5,8.12,DeliveredStatus
32893188,19:53:19,PE,51292,PAID,1,6.12,DeliveredStatus
33117791,13:37:37,PA,65895,PAID,1,1.67,DeliveredStatus
32235839,19:03:56,EG,47591,PAID,4,1.46,DeliveredStatus
32771181,23:00:35,AR,55171,PAID,1,6.57,DeliveredStatus
32075024,21:18:05,TR,66624,PAID,2,3.4,DeliveredStatus
32831534,19:59:13,UA,67084,PAID,2,8.67,DeliveredStatus
33522764,22:48:21,ES,8975,PAID,2,11.75,DeliveredStatus
32628455,20:39:16,AR,58010,PAID,7,4.65,DeliveredStatus
32471803,21:43:11,ES,49071,PAID,3,19,DeliveredStatus
32334714,20:27:47,EC,56697,PAID,5,35.01,CanceledStatus
32190125,11:46:16,IT,6590,PAID,3,4.4,DeliveredStatus
33094001,18:27:13,UA,71187,PAID,3,3.98,DeliveredStatus
32354838,10:14:08,FR,3704,PAID,2,4.95,DeliveredStatus
33100683,14:10:33,AR,66417,PAID,1,4.67,CanceledStatus
33091509,13:10:09,AR,50181,PAID,2,4.24,DeliveredStatus
32815831,17:00:33,ES,16224,PAID,4,17.8,DeliveredStatus
32156552,21:24:27,AR,52668,PAID,2,12.17,DeliveredStatus
32967738,12:33:04,GT,19952,PAID,1,3.11,DeliveredStatus
32140717,19:26:46,CL,9854,PAID,4,0.29,CanceledStatus
33073019,17:00:02,TR,44192,PAID,7,14.4,DeliveredStatus
32236128,12:06:02,EC,51374,PAID,2,10.95,DeliveredStatus
32373801,14:04:00,MA,53885,PAID,5,20.23,DeliveredStatus
32915081,13:22:53,UA,73805,PAID,1,52.96,DeliveredStatus
33360924,19:31:04,PE,11694,PAID,5,9.94,DeliveredStatus
33416068,14:40:44,ES,19777,PAID,2,10.7,DeliveredStatus
32154374,21:10:24,AR,55115,PAID,2,13.63,DeliveredStatus
32061609,18:05:04,FR,929,PAID,3,16.9,DeliveredStatus
32020166,12:59:48,ES,23127,PAID,1,6.5,DeliveredStatus
33320509,15:31:31,PE,36504,PAID,4,35.65,DeliveredStatus
32049113,10:36:40,PE,11389,PAID,1,4.23,DeliveredStatus
32870944,18:13:48,AR,62855,PAID,3,7.62,DeliveredStatus
32654549,11:19:05,ES,21627,PAID,1,1.5,DeliveredStatus
32324826,19:19:02,PE,44049,PAID,1,2.8,DeliveredStatus
32783942,13:32:12,TR,71906,PAID,3,8.26,DeliveredStatus
33533679,20:19:57,AR,55213,PAID,2,11.88,DeliveredStatus
33371316,20:42:45,PE,32530,PAID,1,10.21,DeliveredStatus
32185269,09:39:50,FR,3706,PAID,3,12.3,CanceledStatus
32726737,22:07:36,EG,56038,PAID,2,0.71,CanceledStatus
32952397,18:57:19,UA,64584,PAID,4,15.17,DeliveredStatus
33257858,12:20:32,AR,28262,PAID,2,6.31,DeliveredStatus
32712796,14:06:46,PE,14499,PAID,1,8.01,DeliveredStatus
33419271,14:58:57,ES,8881,PAID,2,14.5,DeliveredStatus
32833089,13:08:09,PE,29369,PAID,1,9.08,DeliveredStatus
33452291,19:44:18,UA,71047,PAID,2,7.8,DeliveredStatus
32660252,12:52:21,MA,34507,PAID,1,3.22,CanceledStatus
32785720,12:05:21,ES,58638,PAID,4,14.39,DeliveredStatus
32361337,13:26:46,UA,55927,PAID,2,2.1,DeliveredStatus
33437623,19:10:22,TR,47415,NOT_PAID,1,4.58,CanceledStatus
32387205,11:19:53,CL,48270,PAID,4,0.07,DeliveredStatus
32411375,12:16:55,PA,17809,PAID,1,13.18,DeliveredStatus
32495636,20:09:29,CL,31387,PAID,1,0.13,DeliveredStatus
32884817,20:31:06,CL,17323,PAID,1,0.02,DeliveredStatus
32684705,18:55:10,TR,66630,PAID,1,3.93,DeliveredStatus
32572072,18:31:33,ES,23443,PAID,9,15.03,DeliveredStatus
33396393,15:29:31,GE,74576,PAID,5,6.77,CanceledStatus
33043616,10:03:08,ES,21468,PAID,5,13.58,DeliveredStatus
32058510,17:44:38,ES,5806,PAID,4,10.67,DeliveredStatus
32018363,13:41:39,UA,55878,PAID,4,5.88,DeliveredStatus
33379017,21:55:32,PE,36504,PAID,2,18.73,DeliveredStatus
33233995,14:24:39,EG,54049,PAID,4,1.28,DeliveredStatus
33017788,20:04:45,AR,55241,PAID,3,18.56,DeliveredStatus
33437949,17:12:40,ES,10836,PAID,1,2.9,DeliveredStatus
32753769,20:11:51,AR,71067,PAID,1,6.21,CanceledStatus
33029316,21:52:30,AR,49715,PAID,3,16.8,DeliveredStatus
32568684,21:06:10,GE,46083,PAID,2,2.65,DeliveredStatus
32260925,20:14:48,ES,5658,PAID,18,32.39,DeliveredStatus
32538804,14:22:28,UA,66860,PAID,1,12.47,DeliveredStatus
33141777,17:00:53,CL,10264,PAID,1,0.16,DeliveredStatus
32582300,21:37:29,TR,65643,PAID,1,3.59,DeliveredStatus
33335540,21:28:05,PT,71798,PAID,1,5.59,DeliveredStatus
33528004,19:29:53,AR,63013,PAID,3,2.4,DeliveredStatus
32185911,11:02:12,UA,65142,PAID,6,7.68,DeliveredStatus
32607073,21:39:05,ES,47202,PAID,2,10.35,DeliveredStatus
32108584,20:13:54,ES,28675,PAID,2,6.5,DeliveredStatus
32517821,23:10:47,AR,14455,PAID,2,2.54,DeliveredStatus
32057393,19:36:24,TR,44196,PAID,8,11.72,DeliveredStatus
32405571,18:37:42,UA,67084,PAID,4,17.94,DeliveredStatus
32724497,20:58:18,IT,16698,PAID,4,12,DeliveredStatus
33463030,19:31:15,FR,1720,PAID,2,11.5,DeliveredStatus
32566741,17:50:28,ES,16242,PAID,9,15.95,DeliveredStatus
32783051,14:15:39,GE,66102,PAID,2,7.94,DeliveredStatus
32763072,21:39:45,CL,17324,PAID,2,0.13,DeliveredStatus
32034165,13:48:03,ES,14878,PAID,1,6.85,CanceledStatus
32951858,13:52:48,AR,62822,PAID,2,7.6,DeliveredStatus
32788820,08:48:20,AR,63476,PAID,4,1.32,DeliveredStatus
32160853,21:52:38,AR,28285,PAID,1,1.9,DeliveredStatus
32442982,20:23:16,ES,69025,PAID,2,11.45,DeliveredStatus
33371469,20:43:59,PE,51290,PAID,2,28.18,DeliveredStatus
33241743,16:20:00,TR,73997,PAID,1,4.89,CanceledStatus
33447021,18:15:23,IT,2522,PAID,1,12.5,CanceledStatus
33240901,10:14:41,AR,63476,PAID,3,0.97,DeliveredStatus
33436779,18:04:30,EG,40466,PAID,3,7.05,DeliveredStatus
33161925,22:05:13,ES,19856,PAID,2,10,DeliveredStatus
32790648,14:08:09,UA,49768,PAID,2,5.6,DeliveredStatus
32607407,20:40:49,PT,71797,PAID,2,6.88,DeliveredStatus
32761910,21:27:58,AR,57715,PAID,1,6.96,DeliveredStatus
32694014,12:13:02,PE,17399,PAID,1,3.74,DeliveredStatus
32198361,15:25:59,TR,44196,PAID,7,10.44,DeliveredStatus
33345920,01:32:18,TR,47493,PAID,1,1.96,DeliveredStatus
33078161,16:35:44,UA,67081,PAID,1,11.62,DeliveredStatus
32593302,20:33:55,IT,9089,PAID,5,11.06,CanceledStatus
32602450,21:16:34,ES,27733,PAID,3,25.5,DeliveredStatus
33249472,17:12:38,TR,46490,PAID,2,8.54,DeliveredStatus
32248438,19:19:10,ES,14692,PAID,2,13.32,DeliveredStatus
32913216,13:48:29,TR,33443,PAID,3,11,DeliveredStatus
32249570,21:24:37,TR,50341,PAID,1,5.24,DeliveredStatus
33358732,21:16:44,AR,57749,PAID,2,3.78,DeliveredStatus
32415404,19:03:02,IT,10015,PAID,4,18.5,DeliveredStatus
32776418,01:03:46,AR,62620,PAID,1,6.82,CanceledStatus
33457043,21:07:16,TR,44529,PAID,1,5.56,CanceledStatus
33524280,22:59:01,ES,69024,PAID,1,19,DeliveredStatus
32728948,14:16:53,CR,19168,PAID,2,21.15,DeliveredStatus
32060148,17:55:01,ES,51143,PAID,5,23.09,DeliveredStatus
32429790,19:42:19,ES,5558,PAID,1,15.95,DeliveredStatus
32492496,17:37:00,PE,69433,PAID,3,16.89,DeliveredStatus
32208893,08:37:22,EC,41130,PAID,2,5.72,DeliveredStatus
32222497,18:19:23,TR,34953,PAID,1,3.93,DeliveredStatus
33394596,13:03:33,UA,64714,PAID,5,16.3,DeliveredStatus
32829961,18:49:10,ES,16230,PAID,7,7.3,DeliveredStatus
33533744,23:20:29,ES,14857,PAID,1,12.8,DeliveredStatus
33220034,10:24:15,TR,41122,PAID,2,4.42,DeliveredStatus
33044546,10:22:02,UA,73947,PAID,1,4.7,DeliveredStatus
32651321,09:51:02,FR,3160,PAID,3,6.6,DeliveredStatus
32591739,20:26:44,ES,10587,PAID,4,14.82,DeliveredStatus
33051852,13:03:19,EG,71150,PAID,1,5.02,DeliveredStatus
32967217,13:30:19,EC,70080,PAID,2,6.04,DeliveredStatus
33545647,21:47:45,AR,63012,PAID,6,4.8,DeliveredStatus
32916321,13:32:00,UA,49745,PAID,3,15.9,DeliveredStatus
33434081,17:45:50,RO,72564,PAID,11,25.48,DeliveredStatus
32020773,13:05:23,ES,22008,PAID,3,31.45,DeliveredStatus
32520997,23:50:54,AR,61430,PAID,4,14.57,CanceledStatus
32418735,20:57:04,TR,33400,PAID,1,3.93,DeliveredStatus
32329205,21:49:59,AR,62504,PAID,2,3.09,DeliveredStatus
32165384,20:21:57,PA,18942,PAID,2,10.99,DeliveredStatus
32917247,12:42:20,FR,1217,PAID,2,12.1,DeliveredStatus
32327982,21:41:35,AR,61385,PAID,3,5.41,DeliveredStatus
33070360,15:41:51,RO,70004,PAID,1,28.46,CanceledStatus
33454825,12:57:15,PE,36504,PAID,1,16.88,DeliveredStatus
32820350,11:39:25,PA,17784,PAID,1,7.03,DeliveredStatus
32407054,13:47:59,AR,55222,PAID,2,10.16,DeliveredStatus
32832465,18:04:23,ES,28675,PAID,2,6.75,DeliveredStatus
32832522,13:04:46,EC,36790,PAID,1,3.54,DeliveredStatus
32076590,13:24:53,EC,66776,PAID,1,4.4,DeliveredStatus
33359021,21:18:43,AR,17112,PAID,1,6.92,DeliveredStatus
32796151,14:01:06,ES,23443,PAID,10,12.49,DeliveredStatus
33190203,19:05:53,EC,70734,PAID,1,4.68,DeliveredStatus
33193744,21:29:18,AR,55206,PAID,1,6.3,DeliveredStatus
32452937,20:50:02,IT,10675,PAID,2,19,DeliveredStatus
32136978,19:01:21,AR,38519,PAID,4,6.92,DeliveredStatus
32194940,12:54:19,IT,10696,PAID,10,31.45,DeliveredStatus
33076436,15:23:37,ES,20105,PAID,5,9.68,DeliveredStatus
32781606,11:47:01,UA,68222,PAID,3,8.76,DeliveredStatus
33266614,17:43:04,ES,23442,PAID,11,11.47,DeliveredStatus
32685127,16:59:17,ES,5687,PAID,4,7.69,CanceledStatus
33022390,20:47:39,AR,55116,PAID,2,8.58,DeliveredStatus
32903337,22:20:04,PE,51278,PAID,3,24.23,DeliveredStatus
32958403,18:39:48,ES,10582,PAID,5,9.02,DeliveredStatus
32506582,21:36:38,AR,55115,PAID,1,4.42,DeliveredStatus
32354407,09:03:06,ES,16218,PAID,5,8.93,DeliveredStatus
32681407,17:27:22,RO,72540,PAID,14,29.03,DeliveredStatus
32699040,14:48:14,AR,34039,PAID,1,3.33,DeliveredStatus
32207383,14:27:25,ES,45471,PAID,2,14,CanceledStatus
32531762,11:47:19,ES,14408,PAID,8,12.53,DeliveredStatus
32076234,13:23:25,EC,54006,PAID,1,12.03,DeliveredStatus
32657740,12:17:57,ES,23443,PAID,7,6.65,DeliveredStatus
32651289,10:49:41,RO,31935,PAID,2,3.79,DeliveredStatus
32687342,18:18:56,UA,68215,PAID,2,10.1,DeliveredStatus
33112409,12:13:05,GT,19858,PAID,1,6.36,DeliveredStatus
33439757,18:26:20,UA,66860,PAID,1,6.41,DeliveredStatus
32593596,14:35:22,EC,55267,PAID,1,13,DeliveredStatus
32780762,11:25:13,EG,45158,PAID,1,2.25,DeliveredStatus
33445349,18:05:24,IT,10692,PAID,6,12.1,DeliveredStatus
33396359,12:29:02,FR,1721,PAID,3,11.4,DeliveredStatus
33248390,17:04:41,TR,65742,PAID,2,1.39,DeliveredStatus
32204052,14:06:06,ES,32498,PAID,9,35.5,DeliveredStatus
33289191,19:45:12,FR,2487,PAID,8,25.5,DeliveredStatus
33032577,20:29:52,PE,48154,PAID,1,3.09,DeliveredStatus
33268152,17:43:16,IT,10693,PAID,2,5.38,DeliveredStatus
32239672,17:30:06,ES,28671,PAID,3,11.1,DeliveredStatus
33103512,18:26:38,ES,20116,PAID,4,8.49,DeliveredStatus
33325629,21:48:35,ES,54552,PAID,6,28.35,DeliveredStatus
32868724,18:00:36,AR,29774,PAID,1,3.52,DeliveredStatus
32391741,14:52:06,ES,28675,PAID,4,11.3,DeliveredStatus
32205988,15:18:31,EG,30577,PAID,3,4.02,DeliveredStatus
32972885,19:59:34,ES,47259,PAID,2,13.67,DeliveredStatus
33058270,09:33:06,CL,10264,PAID,1,0.64,DeliveredStatus
32787148,11:26:39,PT,71799,PAID,10,14.9,DeliveredStatus
32532783,08:06:20,AR,50468,PAID,3,2.72,DeliveredStatus
32408013,17:54:48,IT,2524,PAID,2,14.7,DeliveredStatus
33150721,17:27:51,AR,16605,PAID,2,13.1,DeliveredStatus
33108582,20:54:24,TR,70738,PAID,2,7.97,DeliveredStatus
32631927,21:10:09,AR,50175,PAID,1,4.87,DeliveredStatus
32404945,13:32:54,AR,16169,PAID,1,4.19,DeliveredStatus
33323015,21:39:47,ES,32488,PAID,1,9.9,DeliveredStatus
32306203,22:52:21,ES,28592,PAID,3,9.6,CanceledStatus
32755561,20:27:59,CL,74191,PAID,5,0.11,DeliveredStatus
32765407,21:58:26,AR,12787,PAID,4,3.55,DeliveredStatus
32582712,19:39:47,ES,16213,PAID,10,19.27,DeliveredStatus
32648553,12:03:01,AR,50181,NOT_PAID,1,2.88,DeliveredStatus
33502439,21:24:10,IT,12513,PAID,4,15.6,DeliveredStatus
32325204,21:21:41,AR,35431,PAID,2,6.85,DeliveredStatus
33199274,22:05:43,AR,55217,PAID,2,3.82,DeliveredStatus
33542145,18:23:02,CR,57817,PAID,2,13.65,DeliveredStatus
32988368,20:05:40,PT,72495,PAID,9,13.62,DeliveredStatus
32701656,15:05:49,AR,64298,PAID,1,4.21,DeliveredStatus
33394816,13:07:01,UA,66725,PAID,5,32.7,DeliveredStatus
32928543,14:27:38,ES,47267,PAID,2,2.67,DeliveredStatus
33105454,18:37:38,FR,4095,PAID,2,5.4,DeliveredStatus
32213921,15:12:37,ES,23445,PAID,5,29.33,DeliveredStatus
33066174,08:13:08,PA,65896,PAID,3,11.03,DeliveredStatus
32932292,15:01:59,ES,12267,PAID,5,10.14,DeliveredStatus
33237592,15:51:42,TR,37508,PAID,1,5.11,CanceledStatus
32092903,20:26:27,IT,11178,PAID,1,1.64,CanceledStatus
32833785,19:16:56,ES,5659,PAID,10,10.54,DeliveredStatus
32012789,12:23:06,RO,28181,PAID,6,23.61,DeliveredStatus
32659694,12:46:01,ES,47254,PAID,7,10.59,DeliveredStatus
32811068,16:19:35,ES,16216,PAID,13,28.9,DeliveredStatus
32654251,11:12:35,ES,51121,PAID,2,3.45,DeliveredStatus
32412198,18:21:43,ES,49067,PAID,3,13.95,DeliveredStatus
32129462,22:23:42,ES,49068,PAID,2,4.6,DeliveredStatus
32050171,18:44:18,TR,62005,PAID,1,1.56,DeliveredStatus
33257243,18:15:01,TR,49799,PAID,3,4.74,DeliveredStatus
33227914,12:16:44,ES,220,PAID,1,3.3,DeliveredStatus
32681229,16:23:19,ES,5687,PAID,3,8.66,DeliveredStatus
32570788,14:21:53,AR,27748,PAID,1,4.65,DeliveredStatus
32089588,13:15:23,GT,19918,PAID,2,4.9,DeliveredStatus
33105674,20:38:45,TR,28701,PAID,3,14.13,DeliveredStatus
32683720,16:46:31,ES,47255,PAID,6,16.03,DeliveredStatus
33306999,20:51:19,ES,29445,PAID,8,9.39,DeliveredStatus
32668511,14:16:17,ES,2317,PAID,10,18.91,DeliveredStatus
32425420,12:26:08,CR,36594,PAID,1,13.1,DeliveredStatus
33089280,10:54:31,PE,68992,PAID,1,2.69,CanceledStatus
32534074,14:26:37,TR,64259,PAID,1,2.29,DeliveredStatus
32494368,22:56:32,ES,28675,PAID,3,9,DeliveredStatus
32189527,13:32:36,TR,48258,PAID,2,5.24,DeliveredStatus
33301936,21:32:20,UA,57149,PAID,3,5.5,DeliveredStatus
33077492,15:30:42,IT,8950,PAID,8,11.85,DeliveredStatus
33503070,17:26:06,AR,27739,PAID,1,2.59,DeliveredStatus
33062005,14:42:37,UA,68631,PAID,1,14.46,DeliveredStatus
32205307,14:15:34,ES,8990,PAID,12,13.4,DeliveredStatus
33345704,19:30:27,CL,17274,PAID,1,0.17,CanceledStatus
32683863,10:47:49,EC,61328,PAID,4,7.38,DeliveredStatus
33440925,11:34:56,PA,17780,PAID,5,31.37,DeliveredStatus
32790363,15:05:14,TR,74381,PAID,1,7.36,DeliveredStatus
33182773,20:08:28,AR,51455,PAID,1,2.97,DeliveredStatus
32067018,12:36:41,EC,51374,PAID,1,4.13,DeliveredStatus
32549811,17:08:56,TR,63842,PAID,1,1.31,DeliveredStatus
32529280,11:52:14,UA,63633,PAID,4,15.23,DeliveredStatus
32357239,12:15:44,UA,55877,PAID,2,2.95,DeliveredStatus
33428583,10:02:26,PE,52248,PAID,1,2.55,DeliveredStatus
32005267,01:46:15,AR,13555,PAID,2,10.72,CanceledStatus
32564779,11:34:54,EC,36695,PAID,2,7.1,DeliveredStatus
32178442,22:31:44,PA,65895,PAID,1,5.72,DeliveredStatus
32490251,23:16:28,ES,32498,PAID,4,17,DeliveredStatus
33416272,15:41:46,UA,59394,PAID,4,13.2,DeliveredStatus
32141532,19:32:44,AR,61914,PAID,4,15.19,DeliveredStatus
32816030,18:02:21,UA,66532,PAID,1,5.93,DeliveredStatus
32363605,13:52:00,UA,67189,PAID,2,3.93,DeliveredStatus
33439367,11:23:18,EC,51364,PAID,3,9.97,CanceledStatus
32773775,21:42:20,PE,13178,PAID,1,3.44,CanceledStatus
32655367,10:36:58,ES,15871,PAID,3,6.17,CanceledStatus
32522915,22:33:50,PE,28741,PAID,1,5.29,DeliveredStatus
32732049,20:30:40,ES,28675,PAID,3,8.2,DeliveredStatus
32935836,15:35:49,MA,67713,PAID,3,14.31,DeliveredStatus
33063824,14:56:50,UA,68161,PAID,4,18.7,DeliveredStatus
32628939,20:43:24,AR,16581,PAID,1,6.11,DeliveredStatus
32078138,12:31:10,CR,23395,PAID,1,25.46,DeliveredStatus
33158262,21:51:51,ES,22860,PAID,1,19,DeliveredStatus
32385493,14:09:29,ES,28675,PAID,3,8.75,DeliveredStatus
32012166,12:10:53,RO,70008,PAID,1,27.4,DeliveredStatus
32563306,17:22:25,ES,20131,PAID,5,6.15,DeliveredStatus
33043371,09:22:59,RO,70006,PAID,1,33.73,DeliveredStatus
32526761,09:31:41,FR,3066,PAID,3,12,DeliveredStatus
33082513,09:06:43,CR,23395,PAID,1,25.82,DeliveredStatus
33318066,21:23:49,IT,32040,PAID,1,4.95,DeliveredStatus
32440452,16:16:11,AR,50181,PAID,2,3.09,DeliveredStatus
33440872,13:34:32,AR,62935,PAID,2,6.27,DeliveredStatus
32908855,10:17:12,IT,10695,PAID,7,12.36,DeliveredStatus
32691852,17:56:11,ES,47253,PAID,6,9.21,DeliveredStatus
32265917,22:27:52,TR,56141,PAID,1,2.86,DeliveredStatus
33333635,22:19:49,ES,44320,PAID,1,15.9,DeliveredStatus
33246379,14:50:29,ES,69025,PAID,2,18.9,DeliveredStatus
32851682,13:42:24,GT,19764,PAID,2,9.98,DeliveredStatus
32062460,18:10:23,ES,19777,PAID,1,8.5,CanceledStatus
33222415,10:08:15,ES,16216,PAID,2,5.65,DeliveredStatus
32216681,11:32:28,AR,21554,PAID,1,3.31,CanceledStatus
32055461,17:22:37,ES,34799,PAID,9,22.69,DeliveredStatus
32064224,19:21:01,EG,50854,PAID,1,2.26,DeliveredStatus
32405273,17:35:10,IT,10709,PAID,7,12.4,DeliveredStatus
32251745,19:39:55,ES,5808,PAID,11,24.38,CanceledStatus
33230918,12:57:15,FR,46941,PAID,3,15.7,DeliveredStatus
32942003,18:31:06,TR,45738,PAID,1,1.45,DeliveredStatus
32656586,13:00:19,EG,27071,PAID,5,1.31,DeliveredStatus
33016105,19:47:22,AR,27757,PAID,1,9.65,DeliveredStatus
32159455,21:43:15,AR,61950,PAID,2,8.38,DeliveredStatus
32174710,21:39:56,EC,41163,PAID,2,9.01,DeliveredStatus
33199991,22:10:24,AR,17505,PAID,2,9.97,DeliveredStatus
33108329,14:53:06,AR,71283,PAID,1,3.41,CanceledStatus
32511012,20:10:12,PE,51975,PAID,1,15.67,DeliveredStatus
33124855,20:05:54,MA,32166,PAID,1,33.29,DeliveredStatus
33139700,19:54:45,ES,30117,PAID,8,11.9,DeliveredStatus
33221474,10:33:58,EG,72342,PAID,2,10.72,CanceledStatus
32140159,19:22:50,AR,29227,PAID,2,5.79,DeliveredStatus
33311823,21:04:23,ES,67438,PAID,2,25,DeliveredStatus
32372378,15:55:34,TR,68630,PAID,1,2.95,CanceledStatus
33220586,09:01:24,FR,3704,PAID,7,23.5,DeliveredStatus
33118686,19:41:27,ES,9385,PAID,9,23.88,DeliveredStatus
32285168,17:25:14,AR,62623,PAID,4,3.53,DeliveredStatus
33151282,21:29:31,ES,45101,PAID,2,10,DeliveredStatus
32079574,19:37:23,FR,1212,PAID,1,10,DeliveredStatus
33226759,11:56:34,ES,4310,PAID,2,50,DeliveredStatus
32665777,13:50:39,MA,33030,PAID,1,4.15,DeliveredStatus
32336729,22:44:19,CL,17328,PAID,1,0.06,DeliveredStatus
32729541,21:19:23,ES,45464,PAID,3,26.15,DeliveredStatus
32764515,21:50:39,AR,17512,PAID,2,8.32,DeliveredStatus
33279481,12:59:10,EC,61620,PAID,1,3.2,CanceledStatus
32315100,18:00:13,EC,41216,PAID,1,14.51,DeliveredStatus
33311786,15:04:15,PE,59009,PAID,2,15.05,DeliveredStatus
33221901,09:50:55,FR,3066,PAID,1,4.2,DeliveredStatus
32621318,19:21:27,AR,63429,PAID,1,4.65,DeliveredStatus
32397993,16:40:11,ES,1590,PAID,6,21.18,CanceledStatus
32392138,15:55:14,IT,10695,PAID,3,13.31,DeliveredStatus
32210710,16:50:00,TR,62027,PAID,1,2.58,CanceledStatus
32165099,22:20:01,AR,69095,PAID,1,2.68,CanceledStatus
32865077,21:41:30,ES,16351,PAID,3,3.6,DeliveredStatus
32929589,16:37:11,TR,49815,PAID,3,2.67,DeliveredStatus
32967720,21:32:58,TR,45651,PAID,1,2.43,DeliveredStatus
32544297,16:15:28,TR,59206,PAID,1,2.7,DeliveredStatus
33295692,20:43:15,ES,5905,PAID,4,28.55,DeliveredStatus
32605364,17:30:10,AR,62517,PAID,2,7.74,DeliveredStatus
33184956,17:25:53,CR,48310,PAID,1,1.76,DeliveredStatus
33211579,21:46:31,EC,55533,PAID,1,2.85,DeliveredStatus
33009371,15:47:09,GT,23487,PAID,1,5.19,DeliveredStatus
33050599,11:43:25,ES,23442,PAID,4,19.6,DeliveredStatus
33432718,10:34:32,EC,41132,PAID,2,6.23,DeliveredStatus
32581396,19:32:33,ES,5695,PAID,9,14.02,DeliveredStatus
33063875,15:56:35,TR,45378,PAID,2,4.25,DeliveredStatus
32506638,21:37:07,AR,57662,PAID,1,4.42,DeliveredStatus
32166559,20:30:30,PE,48322,PAID,3,13.31,DeliveredStatus
32888831,21:12:16,AR,62623,PAID,6,6.82,DeliveredStatus
33543970,21:35:24,AR,67835,PAID,1,7.99,DeliveredStatus
32367604,13:25:24,ES,8881,PAID,2,17.9,DeliveredStatus
33174271,23:02:12,ES,19777,PAID,3,8.8,DeliveredStatus
32684477,13:03:01,AR,32214,PAID,4,1.24,DeliveredStatus
32085577,20:01:07,FR,3708,PAID,2,8.9,CanceledStatus
32167843,19:43:16,GT,23487,PAID,2,9.69,CanceledStatus
32190050,14:44:40,GE,59548,PAID,2,3.74,DeliveredStatus
33334201,21:43:04,PT,18073,PAID,1,1.99,DeliveredStatus
33272639,18:16:14,IT,9053,PAID,6,14.88,DeliveredStatus
32886949,20:53:00,AR,50185,PAID,1,4.18,CanceledStatus
33225125,11:23:01,IT,9112,PAID,2,30,CanceledStatus
33472675,21:03:23,UA,64205,PAID,2,8.03,DeliveredStatus
32358147,11:35:22,IT,10696,PAID,9,30.91,DeliveredStatus
