,order_id,local_time,country_code,store_address,payment_status,n_of_products,products_total,final_status
16388,33273119,51568,AR,33368,PAID,2,11.89,DeliveredStatus
16389,32167481,81449,AR,55116,PAID,1,4.47,CanceledStatus
16390,33443543,60825,PT,18072,PAID,3,4.33,DeliveredStatus
16391,32965432,73234,RO,60271,PAID,2,17.29,DeliveredStatus
16392,33408520,57646,TR,62042,PAID,2,3.44,DeliveredStatus
16393,32962729,68758,IT,11171,PAID,8,17.5,DeliveredStatus
16394,33286324,48758,EC,48784,PAID,1,3.6,DeliveredStatus
16395,32944168,46981,AR,57766,PAID,1,7.51,DeliveredStatus
16396,32987074,71963,ES,30122,PAID,3,2.83,DeliveredStatus
16397,33365910,72261,EC,41218,PAID,2,7.79,DeliveredStatus
16398,33383666,83917,EC,41224,PAID,2,6.41,DeliveredStatus
16399,32545659,30493,EC,51364,PAID,1,1.85,DeliveredStatus
16400,32142106,5869,TR,61684,PAID,4,3.6,CanceledStatus
16401,32079211,70548,ES,47254,PAID,4,5.81,DeliveredStatus
16402,32778614,39974,TR,43771,PAID,2,3.25,DeliveredStatus
16403,32325952,77225,AR,16583,PAID,1,5.69,DeliveredStatus
16404,33295646,72631,ES,16242,PAID,8,12.47,DeliveredStatus
16405,33106064,74459,TR,47493,PAID,3,5.47,DeliveredStatus
16406,33389224,42868,TR,68818,PAID,1,3.11,DeliveredStatus
16407,32384958,54403,FR,4137,PAID,2,13.5,DeliveredStatus
16408,32970108,74752,UA,69699,PAID,1,5.35,DeliveredStatus
16409,32636381,79134,AR,27741,PAID,1,4.65,DeliveredStatus
16410,33272723,44209,PE,29369,PAID,1,9.4,DeliveredStatus
16411,33096824,71011,IT,8419,PAID,1,8.0,CanceledStatus
16412,32139286,83799,MA,32314,PAID,3,19.32,DeliveredStatus
16413,33393383,42109,IT,10694,PAID,1,2.28,DeliveredStatus
16414,33452252,53047,AR,29617,PAID,2,7.78,DeliveredStatus
16415,32006335,34892,TR,30147,PAID,4,3.44,CanceledStatus
16416,32761009,76833,AR,43837,PAID,2,0.71,DeliveredStatus
16417,32570688,48069,DO,54649,PAID,2,4.96,DeliveredStatus
16418,33027918,78002,AR,63010,PAID,4,3.18,DeliveredStatus
16419,32496233,83720,ES,28712,PAID,1,6.2,DeliveredStatus
16420,32842268,68485,ES,30121,PAID,10,14.31,DeliveredStatus
16421,32017482,63782,ES,9443,PAID,4,3.73,DeliveredStatus
16422,33297910,76734,RO,31921,PAID,3,41.13,DeliveredStatus
16423,32378682,52235,ES,27585,PAID,2,17.2,DeliveredStatus
16424,33362942,78243,AR,46540,PAID,3,12.19,DeliveredStatus
16425,32009470,47514,GE,43458,PAID,1,1.97,DeliveredStatus
16426,32158511,77836,AR,63118,PAID,1,1.68,DeliveredStatus
16427,33071724,57070,RO,70005,PAID,1,33.73,CanceledStatus
16428,33257579,58680,MA,32136,PAID,1,6.37,DeliveredStatus
16429,32343987,78745,PE,69433,PAID,3,20.9,DeliveredStatus
16430,32682515,66927,TR,68190,PAID,2,5.91,DeliveredStatus
16431,32230738,41110,EC,51363,PAID,3,9.74,DeliveredStatus
16432,33267752,67214,UA,50832,PAID,2,10.69,DeliveredStatus
16433,32485268,81737,ES,27639,PAID,3,18.65,DeliveredStatus
16434,32635428,71334,PA,65896,PAID,1,5.86,DeliveredStatus
16435,32778860,37109,UA,73946,PAID,1,4.6,DeliveredStatus
16436,32526695,34137,ES,16231,PAID,8,15.64,DeliveredStatus
16437,32981757,74267,IT,10699,PAID,2,7.11,DeliveredStatus
16438,32964447,54921,AR,62970,PAID,2,4.93,DeliveredStatus
16439,33017070,61044,CR,59172,PAID,2,4.87,DeliveredStatus
16440,32711939,72160,ES,47263,PAID,6,7.02,DeliveredStatus
16441,32975702,76358,RO,72564,PAID,1,4.01,DeliveredStatus
16442,33021910,74557,AR,53166,PAID,3,5.36,DeliveredStatus
16443,32333585,80402,AR,68290,PAID,2,9.72,CanceledStatus
16444,33075256,54920,ES,13660,PAID,3,28.2,DeliveredStatus
16445,32434466,50295,PE,51816,PAID,4,6.38,DeliveredStatus
16446,32270161,75810,ES,18535,PAID,8,31.05,DeliveredStatus
16447,32187502,42367,RO,60271,PAID,1,8.85,DeliveredStatus
16448,33503902,63121,AR,27748,PAID,1,2.59,DeliveredStatus
16449,32155301,76600,AR,28286,PAID,2,3.8,DeliveredStatus
16450,33120247,82075,GE,46948,PAID,1,42.54,CanceledStatus
16451,33355354,68024,PA,72793,PAID,3,4.62,DeliveredStatus
16452,32982598,74495,ES,15669,PAID,10,21.48,DeliveredStatus
16453,32950592,60323,PT,71798,PAID,10,13.45,DeliveredStatus
16454,33016225,71321,AR,59965,PAID,1,3.65,DeliveredStatus
16455,33376888,77499,PE,47400,PAID,1,10.21,DeliveredStatus
16456,32188834,44268,UA,68493,PAID,5,25.51,DeliveredStatus
16457,32451677,60407,AR,67422,PAID,1,5.52,DeliveredStatus
16458,32656124,46344,RO,68920,PAID,5,13.48,DeliveredStatus
16459,33365133,79127,AR,53595,PAID,3,19.02,DeliveredStatus
16460,32410090,43729,PE,51281,PAID,1,7.69,DeliveredStatus
16461,33096295,63722,ES,23443,PAID,6,12.25,DeliveredStatus
16462,32961781,54029,AR,57766,PAID,1,5.15,DeliveredStatus
16463,32518776,84075,AR,29544,PAID,2,9.27,DeliveredStatus
16464,32761645,77151,AR,66068,PAID,1,4.86,DeliveredStatus
16465,32823791,68758,UA,66046,PAID,3,8.9,DeliveredStatus
16466,33357944,76301,AR,55243,PAID,2,11.45,CanceledStatus
16467,32574393,70990,IT,12513,PAID,3,10.2,DeliveredStatus
16468,32263946,73272,IT,10387,PAID,3,21.95,DeliveredStatus
16469,32227323,61169,ES,16240,PAID,8,11.39,DeliveredStatus
16470,33395086,54648,GE,65543,PAID,3,13.28,DeliveredStatus
16471,32412250,69948,RO,33378,PAID,10,11.86,DeliveredStatus
16472,32065619,66544,ES,69025,PAID,2,8.25,DeliveredStatus
16473,32453021,75016,MA,32491,PAID,2,5.33,DeliveredStatus
16474,33412355,51659,ES,47180,PAID,8,62.1,DeliveredStatus
16475,33423268,51824,PT,41305,PAID,1,10.4,DeliveredStatus
16476,32597925,75306,ES,67425,PAID,3,32.4,DeliveredStatus
16477,33346990,60115,CR,58171,PAID,1,3.66,DeliveredStatus
16478,33046865,44820,TR,71594,PAID,2,3.1,DeliveredStatus
16479,32194475,53371,TR,47545,PAID,2,3.22,DeliveredStatus
16480,32819171,62939,ES,10582,PAID,4,5.48,DeliveredStatus
16481,32733024,63316,AR,70890,PAID,3,2.55,DeliveredStatus
16482,33319136,52030,CR,57827,PAID,1,4.39,DeliveredStatus
16483,33021480,74325,AR,62935,PAID,1,6.22,DeliveredStatus
16484,32771424,75849,PE,47394,PAID,3,8.81,DeliveredStatus
16485,32326892,77612,AR,14455,PAID,6,12.15,DeliveredStatus
16486,33067072,55197,UA,50841,PAID,3,21.3,DeliveredStatus
16487,32142011,70613,AR,50179,PAID,1,4.91,DeliveredStatus
16488,32046700,58815,ES,21476,PAID,1,5.51,DeliveredStatus
16489,33560030,80440,CR,36594,PAID,2,8.65,DeliveredStatus
16490,32243641,68078,ES,16238,PAID,3,1.88,DeliveredStatus
16491,32707027,45436,CR,57827,PAID,2,5.83,DeliveredStatus
16492,32866193,74928,ES,30117,PAID,2,3.87,DeliveredStatus
16493,32215736,55536,MA,33552,PAID,1,2.58,DeliveredStatus
16494,32025130,52882,RO,69326,PAID,1,24.87,DeliveredStatus
16495,32199746,49008,ES,22015,PAID,1,23.1,DeliveredStatus
16496,32489065,61655,PE,43594,PAID,3,27.85,DeliveredStatus
16497,32663652,48575,ES,21469,PAID,5,14.56,DeliveredStatus
16498,32415299,45566,EC,41130,PAID,2,4.84,DeliveredStatus
16499,32705735,73765,UA,64116,PAID,1,4.24,CanceledStatus
16500,33357247,65222,CR,67855,PAID,1,2.34,DeliveredStatus
16501,32667373,29153,EC,36728,PAID,1,2.52,DeliveredStatus
16502,32632227,69164,EC,67163,PAID,2,18.73,DeliveredStatus
16503,32551422,55600,IT,11177,PAID,15,22.05,DeliveredStatus
16504,33028323,78216,AR,14455,PAID,5,14.27,CanceledStatus
16505,32057478,70603,TR,44196,PAID,1,1.13,DeliveredStatus
16506,32508633,67924,CR,62343,PAID,4,28.83,CanceledStatus
16507,32936242,41964,AR,57705,PAID,1,5.18,DeliveredStatus
16508,32421274,72534,UA,58911,PAID,3,13.2,DeliveredStatus
16509,32676652,59806,UA,64118,PAID,3,11.74,DeliveredStatus
16510,32532954,40160,ES,32515,PAID,2,2.6,DeliveredStatus
16511,33280490,68683,IT,12311,PAID,1,9.0,DeliveredStatus
16512,32987861,75748,ES,45465,PAID,1,15.5,DeliveredStatus
16513,33410710,58338,TR,62035,PAID,2,2.7,DeliveredStatus
16514,33103452,51977,AR,56362,PAID,1,0.36,DeliveredStatus
16515,33276456,52857,AR,14121,PAID,2,5.62,DeliveredStatus
16516,33006140,66376,AR,35505,PAID,1,1.18,DeliveredStatus
16517,32048244,59404,FR,4137,PAID,1,6.5,DeliveredStatus
16518,33216062,82719,EC,55297,PAID,4,12.26,CanceledStatus
16519,33541950,76906,AR,71381,PAID,2,6.7,DeliveredStatus
16520,33428401,64861,TR,69725,PAID,1,5.4,DeliveredStatus
16521,32684033,46156,AR,38531,PAID,1,2.22,DeliveredStatus
16522,32402958,69547,TR,61689,PAID,1,3.6,DeliveredStatus
16523,32988901,76008,ES,15679,PAID,4,7.57,DeliveredStatus
16524,33420942,54544,FR,4444,PAID,3,13.1,DeliveredStatus
16525,32339366,83099,AR,28286,PAID,2,12.37,DeliveredStatus
16526,32437339,72437,ES,10208,PAID,2,7.8,DeliveredStatus
16527,33533631,73170,AR,59450,PAID,5,5.0,DeliveredStatus
16528,33359766,77015,AR,62542,PAID,1,4.75,DeliveredStatus
16529,32592552,73827,ES,21469,PAID,6,7.36,DeliveredStatus
16530,32532351,50300,TR,61210,PAID,1,4.26,DeliveredStatus
16531,32572953,52686,CL,55563,PAID,3,0.19,DeliveredStatus
16532,33117576,70604,IT,25609,PAID,3,21.0,CanceledStatus
16533,32179790,82847,PE,13021,PAID,2,9.85,DeliveredStatus
16534,33183177,72796,CL,30314,PAID,1,0.06,DeliveredStatus
16535,32918328,46475,ES,47795,PAID,10,22.14,DeliveredStatus
16536,32285061,77097,IT,10015,PAID,4,23.0,DeliveredStatus
16537,33362793,78184,AR,57877,PAID,2,9.72,DeliveredStatus
16538,32707637,56430,AR,57135,PAID,1,1.33,DeliveredStatus
16539,32051438,46413,UY,54963,PAID,1,12.11,DeliveredStatus
16540,33183764,62186,CR,19173,PAID,1,7.52,DeliveredStatus
16541,33161243,57756,PE,63594,PAID,1,10.77,DeliveredStatus
16542,33160275,79144,ES,27635,PAID,1,8.15,DeliveredStatus
16543,33147919,76761,ES,18667,PAID,2,11.5,CanceledStatus
16544,32939678,65422,TR,47624,PAID,1,4.24,DeliveredStatus
16545,32014411,49822,TR,28205,PAID,1,2.46,DeliveredStatus
16546,32087016,72384,ES,21465,PAID,3,4.78,DeliveredStatus
16547,32189835,45584,UA,68452,PAID,2,4.45,DeliveredStatus
16548,32197031,54874,TR,64547,PAID,3,8.35,DeliveredStatus
16549,33313914,79855,EG,50854,PAID,1,4.5,DeliveredStatus
16550,32534876,52666,TR,62027,PAID,1,1.56,DeliveredStatus
16551,32344110,86131,CL,30297,PAID,4,0.35,DeliveredStatus
16552,33202205,73541,PA,65898,PAID,1,1.66,DeliveredStatus
16553,33000751,81782,ES,27635,PAID,2,16.3,DeliveredStatus
16554,33389948,37097,IT,2524,PAID,1,8.9,DeliveredStatus
16555,32240254,52425,AR,58335,PAID,1,6.29,DeliveredStatus
16556,32815503,39474,PE,44520,PAID,4,6.97,DeliveredStatus
16557,33014118,84428,ES,8989,PAID,1,1.65,DeliveredStatus
16558,32142054,85033,ES,16348,PAID,3,7.15,DeliveredStatus
16559,32566121,49530,AR,27807,PAID,1,9.96,CanceledStatus
16560,32690256,49406,AR,68041,PAID,3,7.54,CanceledStatus
16561,32120057,74886,ES,14872,PAID,5,17.8,DeliveredStatus
16562,33322755,81532,EG,66788,PAID,2,3.58,DeliveredStatus
16563,32355378,41437,RO,72545,PAID,6,6.62,DeliveredStatus
16564,32168876,82075,AR,66065,PAID,1,4.24,DeliveredStatus
16565,33229070,48903,RO,72537,PAID,1,0.44,DeliveredStatus
16566,32528394,37713,ES,18684,PAID,9,14.77,DeliveredStatus
16567,32827385,73836,TR,28205,PAID,1,2.62,DeliveredStatus
16568,33140246,78981,UA,69773,PAID,8,16.51,CanceledStatus
16569,33350407,72824,AR,55115,PAID,1,4.32,DeliveredStatus
16570,32768732,81149,AR,35431,PAID,1,3.44,DeliveredStatus
16571,33207963,83426,CL,17324,PAID,3,0.14,DeliveredStatus
16572,32710425,71705,IT,8863,PAID,4,37.0,DeliveredStatus
16573,32207260,55869,EG,47145,PAID,3,12.48,CanceledStatus
16574,32404375,41326,EC,51363,PAID,1,2.2,DeliveredStatus
16575,32629209,74751,AR,59619,PAID,3,20.58,DeliveredStatus
16576,32836776,73801,UA,56470,PAID,5,16.8,DeliveredStatus
16577,32050776,56917,ES,30121,PAID,2,8.5,DeliveredStatus
16578,32188428,40118,IT,10692,PAID,10,24.9,DeliveredStatus
16579,32134292,67598,AR,13634,PAID,1,1.79,DeliveredStatus
16580,33030234,79363,AR,63445,PAID,2,3.43,DeliveredStatus
16581,32654245,36933,PT,71797,PAID,6,5.07,DeliveredStatus
16582,32123463,75600,ES,30119,PAID,3,4.48,DeliveredStatus
16583,33428584,43550,AR,32279,PAID,5,1.43,DeliveredStatus
16584,33237864,28422,PA,65895,PAID,1,2.73,DeliveredStatus
16585,32337883,75111,PA,17810,PAID,3,23.99,DeliveredStatus
16586,33366967,72691,PE,65914,PAID,1,4.57,DeliveredStatus
16587,32015619,50960,TR,63839,PAID,2,1.97,DeliveredStatus
16588,33452738,71208,RO,70385,PAID,4,10.92,DeliveredStatus
16589,32779780,39339,UA,66849,PAID,3,13.74,DeliveredStatus
16590,32193810,49297,UA,67084,PAID,2,7.78,DeliveredStatus
16591,32586554,72087,ES,20105,PAID,2,3.1,DeliveredStatus
16592,32602369,62172,AR,69199,PAID,1,7.08,DeliveredStatus
16593,32882246,72076,AR,56349,PAID,2,8.8,DeliveredStatus
16594,33536282,74384,AR,61421,PAID,4,7.5,DeliveredStatus
16595,33395295,51248,TR,28205,PAID,1,3.68,DeliveredStatus
16596,33276367,67223,ES,1589,PAID,10,30.3,DeliveredStatus
16597,33081375,43305,CL,17326,PAID,3,0.34,DeliveredStatus
16598,32218021,60167,EG,31753,PAID,1,2.76,DeliveredStatus
16599,32755263,73517,CL,31334,PAID,2,0.12,DeliveredStatus
16600,32532148,42877,ES,1345,PAID,1,3.6,DeliveredStatus
16601,32715439,73146,IT,10706,PAID,6,14.78,DeliveredStatus
16602,32687602,48060,AR,17208,PAID,2,1.73,CanceledStatus
16603,33558632,80429,PE,51251,PAID,2,5.91,DeliveredStatus
16604,32855859,75637,ES,32496,PAID,3,4.2,DeliveredStatus
16605,33371528,74664,PE,11694,PAID,3,5.37,DeliveredStatus
16606,32763822,78260,AR,63817,PAID,4,3.19,CanceledStatus
16607,33427520,43382,AR,14455,PAID,4,6.7,DeliveredStatus
16608,33059995,44727,ES,30117,PAID,9,15.56,DeliveredStatus
16609,32268774,74225,ES,32488,PAID,2,13.8,DeliveredStatus
16610,32707916,45720,GT,74294,PAID,1,3.44,DeliveredStatus
16611,32530470,48007,TR,45651,PAID,1,3.1,DeliveredStatus
16612,32572725,63388,ES,30119,PAID,10,20.17,DeliveredStatus
16613,33221716,20645,AR,62935,PAID,1,6.92,CanceledStatus
16614,32060269,50149,AR,42774,PAID,2,6.14,DeliveredStatus
16615,33231015,60182,TR,48586,PAID,3,4.99,DeliveredStatus
16616,32909386,37812,ES,16240,PAID,4,3.92,DeliveredStatus
16617,32421438,54578,AR,66078,PAID,2,7.07,DeliveredStatus
16618,32755611,73702,AR,61342,PAID,1,6.43,DeliveredStatus
16619,33206374,75369,PE,51283,PAID,1,11.04,DeliveredStatus
16620,32724883,75594,ES,21467,PAID,14,24.51,DeliveredStatus
16621,32564584,70392,TR,65081,PAID,1,3.1,CanceledStatus
16622,33248852,61697,TR,34223,PAID,3,4.08,DeliveredStatus
16623,32445740,48653,CR,19177,PAID,1,7.03,DeliveredStatus
16624,33298714,73313,IT,11177,PAID,4,12.45,CanceledStatus
16625,32056064,69999,TR,68854,PAID,2,4.66,DeliveredStatus
16626,32558422,59841,ES,16213,PAID,11,12.42,DeliveredStatus
16627,32497225,62650,CR,72065,PAID,3,18.77,DeliveredStatus
16628,32510500,79572,AR,71071,PAID,2,4.08,DeliveredStatus
16629,33437265,68870,TR,43779,PAID,2,8.96,CanceledStatus
16630,32655766,49504,TR,62041,PAID,2,4.27,DeliveredStatus
16631,32025331,49372,IT,12513,PAID,6,23.5,DeliveredStatus
16632,32930456,60276,TR,65770,PAID,1,2.43,CanceledStatus
16633,33367388,80057,AR,62497,PAID,2,3.03,DeliveredStatus
16634,32519633,77480,PE,65914,PAID,2,12.77,DeliveredStatus
16635,32881129,85662,FR,4452,PAID,2,16.4,DeliveredStatus
16636,33043623,38594,TR,28205,PAID,2,3.92,DeliveredStatus
16637,33018343,65406,EC,41405,PAID,1,11.93,DeliveredStatus
16638,32130807,1786,TR,59206,PAID,1,2.7,DeliveredStatus
16639,33097373,71365,TR,67481,PAID,2,1.63,CanceledStatus
16640,33360928,80881,AR,14455,PAID,4,12.64,DeliveredStatus
16641,33536625,70941,DO,33921,PAID,1,4.98,DeliveredStatus
16642,32677003,42021,AR,55206,PAID,3,17.41,DeliveredStatus
16643,33120242,71272,ES,50298,PAID,5,6.71,DeliveredStatus
16644,32507010,77988,AR,13381,PAID,2,2.05,DeliveredStatus
16645,33324678,85512,TR,69011,PAID,2,5.56,DeliveredStatus
16646,32905546,32522,TR,31258,PAID,1,2.04,DeliveredStatus
16647,33402034,58835,GE,74576,PAID,5,6.77,DeliveredStatus
16648,32309723,69335,AR,32199,PAID,2,0.59,DeliveredStatus
16649,32642027,82682,AR,15144,PAID,1,5.31,CanceledStatus
16650,33023362,75413,AR,61024,PAID,1,3.43,DeliveredStatus
16651,32691677,50087,AR,46540,PAID,2,4.86,DeliveredStatus
16652,32361724,55893,GE,68824,PAID,1,2.31,CanceledStatus
16653,33435461,64466,UA,50832,PAID,3,11.24,DeliveredStatus
16654,33537085,74744,AR,33370,PAID,1,6.91,CanceledStatus
16655,32159857,78344,AR,15144,PAID,3,18.96,DeliveredStatus
16656,32519217,77201,PE,13190,PAID,1,19.95,DeliveredStatus
16657,32269385,74415,FR,11316,PAID,1,5.9,DeliveredStatus
16658,33343927,69445,CL,30296,PAID,1,0.08,DeliveredStatus
16659,32563964,66493,UA,65286,PAID,4,11.36,CanceledStatus
16660,33068682,52217,ES,5916,PAID,2,5.9,DeliveredStatus
16661,33349759,72491,AR,38626,PAID,3,10.8,DeliveredStatus
16662,32357428,37214,ES,32515,PAID,1,1.0,DeliveredStatus
16663,33537028,67515,EC,70373,PAID,2,5.78,DeliveredStatus
16664,32623506,71233,AR,27831,PAID,1,6.19,DeliveredStatus
16665,32835455,66145,ES,30121,PAID,10,19.48,DeliveredStatus
16666,33363954,78648,AR,62227,NOT_PAID,4,19.66,DeliveredStatus
16667,32348315,83047,PE,69213,PAID,1,1.33,DeliveredStatus
16668,32235776,65030,FR,3065,PAID,11,42.3,DeliveredStatus
16669,32563094,40824,EC,36872,PAID,1,4.41,CanceledStatus
16670,33065608,47355,ES,15871,PAID,6,9.82,DeliveredStatus
16671,32190562,46612,UA,68222,PAID,1,29.89,DeliveredStatus
16672,32526343,33153,ES,16215,PAID,8,11.05,DeliveredStatus
16673,33437306,47288,AR,55525,PAID,1,5.83,DeliveredStatus
16674,32150546,74684,AR,60412,PAID,2,2.01,DeliveredStatus
16675,32295558,75576,ES,14877,PAID,2,18.45,DeliveredStatus
16676,32195247,46663,ES,47263,PAID,2,3.54,DeliveredStatus
16677,32414119,52466,AR,14115,PAID,6,18.13,DeliveredStatus
16678,32416544,45952,PE,29360,PAID,2,18.09,DeliveredStatus
16679,33252906,56329,IT,10328,PAID,2,11.0,DeliveredStatus
16680,33138349,75039,FR,4998,PAID,3,16.3,DeliveredStatus
16681,32567747,46730,DO,48086,PAID,1,2.61,DeliveredStatus
16682,33261610,46302,AR,13381,PAID,3,2.77,DeliveredStatus
16683,33395336,51272,TR,69037,PAID,1,1.15,DeliveredStatus
16684,32482411,66404,AR,55520,PAID,4,19.54,DeliveredStatus
16685,33366624,79744,AR,43885,PAID,1,4.21,DeliveredStatus
16686,33141822,75660,ES,32488,PAID,3,24.2,DeliveredStatus
16687,32948514,48345,AR,13134,PAID,1,3.54,DeliveredStatus
16688,32568101,50490,AR,63415,PAID,2,5.97,CanceledStatus
16689,32260491,50952,EC,54679,PAID,1,4.39,DeliveredStatus
16690,32584250,34981,TR,62060,PAID,2,2.53,DeliveredStatus
16691,33221895,35443,FR,1052,PAID,1,4.95,DeliveredStatus
16692,32887872,75735,AR,44128,PAID,1,4.35,DeliveredStatus
16693,32839183,71004,IT,2524,PAID,1,8.5,DeliveredStatus
16694,32205444,54924,UA,64165,PAID,2,17.99,DeliveredStatus
16695,32624422,71917,AR,68003,PAID,3,2.52,DeliveredStatus
16696,33438832,47969,AR,61325,PAID,3,8.21,DeliveredStatus
16697,32788294,52914,TR,58967,PAID,2,3.27,DeliveredStatus
16698,33438688,62302,IT,8576,PAID,12,25.65,DeliveredStatus
16699,33435746,46594,AR,66026,PAID,2,5.19,DeliveredStatus
16700,33372180,82188,AR,46988,PAID,1,9.4,DeliveredStatus
16701,33209374,84179,AR,28285,PAID,2,3.6,DeliveredStatus
16702,32960643,71632,UA,50750,PAID,1,7.7,DeliveredStatus
16703,33428912,43513,AR,32293,PAID,2,0.56,DeliveredStatus
16704,33227531,43833,MA,34508,PAID,1,4.16,DeliveredStatus
16705,32573978,78295,GE,46948,PAID,1,16.2,DeliveredStatus
16706,32237169,65581,ES,12267,PAID,7,14.82,DeliveredStatus
16707,33288501,70939,ES,16207,PAID,5,28.17,DeliveredStatus
16708,33026154,66274,CR,57827,PAID,2,10.26,DeliveredStatus
16709,32473171,64062,AR,27797,PAID,1,17.44,DeliveredStatus
16710,32677036,38441,DO,54649,PAID,2,2.18,DeliveredStatus
16711,32782235,43224,UA,50832,PAID,2,6.49,DeliveredStatus
16712,32625692,72782,AR,64637,PAID,2,6.75,DeliveredStatus
16713,33156748,56809,PE,14499,PAID,2,6.2,DeliveredStatus
16714,33512945,64787,CL,17008,PAID,1,0.07,DeliveredStatus
16715,32315813,72462,AR,63015,PAID,6,4.9,DeliveredStatus
16716,32149165,63325,CR,36594,PAID,1,12.77,DeliveredStatus
16717,32220162,57613,ES,220,PAID,2,7.6,DeliveredStatus
16718,32920687,44295,ES,28671,PAID,2,7.35,DeliveredStatus
16719,32476566,75636,ES,28703,PAID,2,10.7,DeliveredStatus
16720,32436862,72353,ES,16337,PAID,2,6.15,DeliveredStatus
16721,33125331,47483,CR,72065,PAID,4,24.68,DeliveredStatus
16722,33539515,75841,AR,62965,PAID,1,1.02,DeliveredStatus
16723,32067007,48485,PE,69668,PAID,2,6.39,DeliveredStatus
16724,32590304,47993,CR,62198,PAID,2,7.85,DeliveredStatus
16725,33388222,40595,TR,44196,PAID,3,6.52,DeliveredStatus
16726,32372508,50177,ES,49071,PAID,2,14.0,DeliveredStatus
16727,33256089,57911,ES,71259,PAID,7,10.05,DeliveredStatus
16728,33334595,66235,AR,27750,PAID,1,4.54,DeliveredStatus
16729,32866449,78506,IT,526,PAID,1,5.99,DeliveredStatus
16730,32187540,42429,UA,61797,PAID,3,5.1,DeliveredStatus
16731,32335303,73914,PE,51824,PAID,1,5.86,DeliveredStatus
16732,32593339,74047,ES,16253,PAID,6,11.29,DeliveredStatus
16733,33283863,76876,TR,28724,PAID,1,2.86,DeliveredStatus
16734,32079844,56311,AR,61395,PAID,1,1.27,DeliveredStatus
16735,32606561,74174,ES,28671,PAID,1,5.9,DeliveredStatus
16736,33220245,49393,ES,12264,PAID,2,1.64,DeliveredStatus
16737,33548219,79638,AR,53688,PAID,12,7.78,CanceledStatus
16738,32794311,49427,MA,35794,PAID,4,15.85,DeliveredStatus
16739,32704663,69793,ES,51143,PAID,3,7.68,DeliveredStatus
16740,32415687,74482,TR,44196,PAID,8,8.21,DeliveredStatus
16741,32828169,70688,UA,68631,PAID,3,13.74,DeliveredStatus
16742,32436103,72219,ES,46279,PAID,2,21.0,DeliveredStatus
16743,33056086,46254,ES,20142,PAID,1,2.0,DeliveredStatus
16744,33314529,76375,ES,14397,PAID,5,17.4,DeliveredStatus
16745,32557760,59444,ES,46306,PAID,3,11.3,CanceledStatus
16746,33263139,47020,AR,45842,PAID,2,10.89,DeliveredStatus
16747,32098789,74706,ES,5806,PAID,5,7.96,CanceledStatus
16748,33327774,78977,ES,10208,PAID,6,28.5,DeliveredStatus
16749,33448747,51904,AR,63009,PAID,6,4.8,CanceledStatus
16750,32674421,54824,IT,7255,PAID,1,3.9,DeliveredStatus
16751,32810892,44402,AR,59127,PAID,7,2.46,DeliveredStatus
16752,33062607,49585,ES,5775,PAID,3,25.9,DeliveredStatus
16753,32192739,44891,ES,9439,PAID,5,6.36,DeliveredStatus
16754,32855595,75571,MA,33546,PAID,1,23.04,DeliveredStatus
16755,32888793,76318,AR,57656,PAID,2,6.38,DeliveredStatus
16756,32160099,78449,AR,55217,PAID,2,3.91,DeliveredStatus
16757,33175186,83284,ES,8896,PAID,3,20.5,DeliveredStatus
16758,32211527,53759,IT,30084,PAID,2,4.91,DeliveredStatus
16759,33482763,59477,AR,40496,PAID,2,7.13,DeliveredStatus
16760,32242792,74970,TR,59000,PAID,2,2.7,DeliveredStatus
16761,32742226,80679,ES,13533,PAID,6,24.0,DeliveredStatus
16762,32971785,71635,ES,1338,PAID,1,4.0,DeliveredStatus
16763,32755877,73846,AR,51455,PAID,1,2.88,DeliveredStatus
16764,32908261,39745,UA,57496,PAID,2,6.73,CanceledStatus
16765,32961168,71821,UA,68985,PAID,1,14.43,DeliveredStatus
16766,32021256,50975,UA,50834,PAID,3,4.48,DeliveredStatus
16767,32535302,45796,ES,10587,PAID,8,19.34,DeliveredStatus
16768,32965648,55308,AR,27807,PAID,1,16.95,DeliveredStatus
16769,32354772,40326,UA,55877,PAID,1,1.9,DeliveredStatus
16770,32332466,72702,PE,44520,PAID,4,8.86,DeliveredStatus
16771,32709859,46317,CR,62198,PAID,1,3.94,DeliveredStatus
16772,32530178,45785,IT,13747,PAID,4,10.0,DeliveredStatus
16773,32285713,73616,PT,18071,PAID,2,8.24,DeliveredStatus
16774,32015767,29506,AR,50468,PAID,1,0.34,DeliveredStatus
16775,33400227,54441,TR,61987,PAID,3,4.66,DeliveredStatus
16776,32506127,70406,PE,45235,PAID,1,19.68,DeliveredStatus
16777,32161388,78976,AR,27752,PAID,1,4.69,DeliveredStatus
16778,33043484,34347,RO,70004,PAID,2,34.78,CanceledStatus
16779,32684630,46473,AR,13991,PAID,1,0.78,DeliveredStatus
16780,33226181,42321,ES,20111,PAID,4,5.16,DeliveredStatus
16781,33548988,80007,AR,58529,PAID,2,7.67,DeliveredStatus
16782,33031940,80598,AR,63150,PAID,1,1.18,DeliveredStatus
16783,32544698,51557,FR,924,PAID,1,4.0,DeliveredStatus
16784,33314130,54699,PE,43577,PAID,1,7.76,DeliveredStatus
16785,32155087,69309,PE,36504,PAID,1,5.75,DeliveredStatus
16786,33391234,24714,AR,62935,PAID,1,0.65,CanceledStatus
16787,33097043,71223,TR,65742,PAID,1,16.16,CanceledStatus
